State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Arunachal Pradesh,Pleasant,Medium,23941,"Train: 1373 INR, Bus: 986 INR",Local Cuisine: 1500 INR per day,Homestay: 2490 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Cultural Tours, Boating",Low,4.6/5,Summer,"Hindi, English",Moderately Safe,Yes,Local Traditions
Meghalaya,Pleasant,Low,24352,"Train: 895 INR, Car Rental: 1531 INR, Bus: 920 INR, Flight: 3099 INR",Local Cuisine: 639 INR per day,Homestay: 3840 INR per night,"Living Root Bridges, Cherrapunji","Boating, Wildlife Safari",High,4.6/5,Winter,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Mizoram,Sunny,Medium,14898,"Bus: 538 INR, Flight: 3530 INR, Car Rental: 1659 INR",Local Cuisine: 1241 INR per day,Homestay: 4475 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Trekking",Low,4.5/5,Winter,Mizo,Moderately Safe,Yes,Art Exhibitions
Tripura,Pleasant,Low,7209,"Car Rental: 2885 INR, Train: 1310 INR, Flight: 6864 INR",Local Cuisine: 1889 INR per day,3-star: 3125 INR per night,"Neermahal, Ujjayanta Palace",Trekking,Low,4.5/5,Monsoon,"Bengali, Kokborok",Moderately Safe,No,Festival
Nagaland,Pleasant,High,40288,"Train: 1553 INR, Flight: 6619 INR, Bus: 403 INR",Local Cuisine: 633 INR per day,Luxury Resort: 4275 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,High,4.0/5,Summer,"English, Nagamese",Very Safe,No,Festival
Arunachal Pradesh,Chilly,Medium,15811,"Bus: 690 INR, Train: 1205 INR, Flight: 5928 INR, Car Rental: 1213 INR",Local Cuisine: 544 INR per day,3-star: 3275 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,High,4.9/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Rainy,Low,28470,"Car Rental: 2730 INR, Train: 1764 INR, Bus: 780 INR",Local Cuisine: 1572 INR per day,Homestay: 1462 INR per night,"Tawang Monastery, Ziro Valley","Boating, Wildlife Safari",Low,4.9/5,Monsoon,"Hindi, English",Moderately Safe,No,Local Traditions
Meghalaya,Chilly,High,34631,"Train: 938 INR, Car Rental: 2518 INR, Bus: 365 INR, Flight: 5175 INR",Local Cuisine: 1280 INR per day,Homestay: 2522 INR per night,"Living Root Bridges, Cherrapunji","Boating, Cultural Tours, River Rafting",Moderate,4.2/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Rainy,High,37549,"Flight: 4318 INR, Car Rental: 2741 INR, Bus: 404 INR, Train: 756 INR",Local Cuisine: 1505 INR per day,3-star: 2144 INR per night,"Living Root Bridges, Cherrapunji",Trekking,High,4.3/5,Winter,"Khasi, Garo",Very Safe,No,Art Exhibitions
Nagaland,Pleasant,Medium,13813,"Train: 909 INR, Flight: 4254 INR",Local Cuisine: 1503 INR per day,Homestay: 1483 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, River Rafting",High,3.8/5,Summer,"English, Nagamese",Moderately Safe,No,Festival
Manipur,Pleasant,Medium,25183,"Bus: 584 INR, Car Rental: 2956 INR, Flight: 3941 INR",Local Cuisine: 1980 INR per day,Homestay: 3936 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Trekking",Moderate,4.7/5,Summer,Manipuri,Very Safe,Yes,Festival
Tripura,Chilly,High,18887,"Flight: 6467 INR, Car Rental: 2040 INR, Train: 1923 INR, Bus: 426 INR",Local Cuisine: 601 INR per day,Homestay: 2319 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, Boating, Trekking",Low,4.0/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Chilly,Low,18088,"Flight: 3721 INR, Train: 1174 INR, Bus: 497 INR",Local Cuisine: 1901 INR per day,Luxury Resort: 1618 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,Low,3.9/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Festival
Nagaland,Sunny,Medium,47321,"Bus: 341 INR, Car Rental: 1861 INR",Local Cuisine: 1842 INR per day,Luxury Resort: 4798 INR per night,"Kohima War Cemetery, Dzükou Valley",Cultural Tours,High,4.4/5,Monsoon,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Assam,Rainy,Low,39053,"Bus: 460 INR, Flight: 5886 INR, Car Rental: 2847 INR",Local Cuisine: 1970 INR per day,Luxury Resort: 2951 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Wildlife Safari, Trekking",Low,4.5/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions
Assam,Pleasant,Low,45015,"Bus: 890 INR, Car Rental: 1620 INR, Flight: 3090 INR, Train: 1354 INR",Local Cuisine: 1126 INR per day,3-star: 4229 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Trekking",Moderate,4.3/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Tripura,Sunny,Medium,26020,"Car Rental: 1853 INR, Train: 1163 INR, Bus: 681 INR, Flight: 4837 INR",Local Cuisine: 1505 INR per day,Homestay: 1749 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Trekking, Boating",Low,4.5/5,Monsoon,"Bengali, Kokborok",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Chilly,Medium,43326,"Flight: 4874 INR, Bus: 302 INR",Local Cuisine: 738 INR per day,Luxury Resort: 4519 INR per night,"Ziro Valley, Tawang Monastery",Trekking,Moderate,3.8/5,Winter,"Hindi, English",Moderately Safe,No,Festival
Nagaland,Pleasant,High,43026,"Train: 1189 INR, Flight: 6134 INR, Bus: 512 INR",Local Cuisine: 1194 INR per day,3-star: 3201 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Moderate,4.2/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Chilly,Low,38354,"Flight: 4644 INR, Car Rental: 1498 INR",Local Cuisine: 787 INR per day,Luxury Resort: 2021 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Wildlife Safari",High,4.9/5,Summer,"Hindi, English",Very Safe,No,Art Exhibitions
Nagaland,Rainy,High,28112,"Flight: 5336 INR, Car Rental: 1449 INR",Local Cuisine: 1953 INR per day,Luxury Resort: 2068 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Moderate,4.5/5,Summer,"English, Nagamese",Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Rainy,Medium,9988,"Train: 1654 INR, Car Rental: 2052 INR, Bus: 575 INR, Flight: 3551 INR",Local Cuisine: 783 INR per day,3-star: 1433 INR per night,"Ziro Valley, Tawang Monastery",Boating,Moderate,4.3/5,Winter,"Hindi, English",Moderately Safe,Yes,Festival
Meghalaya,Pleasant,Medium,11712,"Bus: 658 INR, Train: 1293 INR, Flight: 6243 INR",Local Cuisine: 1158 INR per day,3-star: 1331 INR per night,"Cherrapunji, Living Root Bridges",Cultural Tours,High,4.0/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Pleasant,Medium,8089,"Car Rental: 2600 INR, Train: 1504 INR, Flight: 6619 INR, Bus: 935 INR",Local Cuisine: 819 INR per day,Luxury Resort: 2633 INR per night,"Tawang Monastery, Ziro Valley",Boating,Low,4.5/5,Monsoon,"Hindi, English",Moderately Safe,No,Festival
Arunachal Pradesh,Chilly,Medium,11860,"Flight: 3638 INR, Bus: 489 INR, Car Rental: 2011 INR",Local Cuisine: 1194 INR per day,Luxury Resort: 4995 INR per night,"Ziro Valley, Tawang Monastery",Boating,Low,3.8/5,Monsoon,"Hindi, English",Very Safe,No,Art Exhibitions
Nagaland,Chilly,Low,22480,"Car Rental: 1448 INR, Flight: 5790 INR, Train: 1954 INR",Local Cuisine: 1373 INR per day,Homestay: 3651 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Boating, Trekking",Low,4.9/5,Summer,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Rainy,High,49245,"Train: 689 INR, Bus: 547 INR, Flight: 5082 INR, Car Rental: 2931 INR",Local Cuisine: 1862 INR per day,Homestay: 1796 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Moderate,3.7/5,Summer,"Hindi, English",Very Safe,Yes,Festival
Nagaland,Chilly,Low,40037,"Train: 527 INR, Car Rental: 2775 INR",Local Cuisine: 1813 INR per day,Luxury Resort: 4332 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, River Rafting, Trekking",Moderate,3.8/5,Summer,"English, Nagamese",Safe for Solo Travelers,No,Festival
Mizoram,Chilly,High,43085,"Flight: 5999 INR, Train: 1712 INR, Car Rental: 2924 INR",Local Cuisine: 1375 INR per day,Luxury Resort: 3963 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Cultural Tours",Moderate,4.0/5,Summer,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Chilly,High,34841,"Train: 958 INR, Car Rental: 2412 INR, Bus: 273 INR, Flight: 6237 INR",Local Cuisine: 857 INR per day,Luxury Resort: 1845 INR per night,"Ziro Valley, Tawang Monastery",River Rafting,Moderate,3.9/5,Winter,"Hindi, English",Very Safe,Yes,Festival
Assam,Pleasant,Medium,8100,"Car Rental: 2676 INR, Bus: 438 INR, Flight: 4058 INR, Train: 1969 INR",Local Cuisine: 1825 INR per day,Homestay: 3614 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Low,4.1/5,Summer,Assamese,Moderately Safe,No,Local Traditions
Mizoram,Rainy,Low,24997,"Flight: 6239 INR, Bus: 835 INR",Local Cuisine: 870 INR per day,Homestay: 2082 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Wildlife Safari",Low,4.4/5,Summer,Mizo,Moderately Safe,No,Art Exhibitions
Mizoram,Sunny,Low,31254,"Flight: 3287 INR, Train: 1623 INR",Local Cuisine: 1653 INR per day,Luxury Resort: 4603 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Wildlife Safari, River Rafting",Moderate,4.7/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Sunny,High,19431,"Car Rental: 1628 INR, Bus: 839 INR, Train: 1771 INR",Local Cuisine: 1981 INR per day,3-star: 4868 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Wildlife Safari",High,3.6/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Pleasant,Medium,14144,"Train: 1995 INR, Flight: 5101 INR, Car Rental: 2697 INR, Bus: 948 INR",Local Cuisine: 1117 INR per day,3-star: 1103 INR per night,"Ziro Valley, Tawang Monastery","Boating, River Rafting, Trekking",Low,3.9/5,Summer,"Hindi, English",Very Safe,Yes,Art Exhibitions
Mizoram,Pleasant,Medium,22851,"Train: 1836 INR, Flight: 6128 INR, Bus: 211 INR, Car Rental: 1886 INR",Local Cuisine: 868 INR per day,3-star: 3026 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, River Rafting",Low,3.6/5,Monsoon,Mizo,Very Safe,Yes,Local Traditions
Assam,Rainy,High,26776,"Train: 1130 INR, Bus: 263 INR, Flight: 3161 INR",Local Cuisine: 1559 INR per day,Homestay: 4191 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Low,4.9/5,Winter,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Manipur,Sunny,Low,27867,"Bus: 308 INR, Train: 1239 INR",Local Cuisine: 1567 INR per day,Homestay: 2758 INR per night,"Kangla Fort, Loktak Lake","Boating, River Rafting, Trekking",Low,4.5/5,Summer,Manipuri,Moderately Safe,Yes,Local Traditions
Manipur,Pleasant,Low,12404,"Bus: 476 INR, Car Rental: 2918 INR",Local Cuisine: 1600 INR per day,3-star: 2992 INR per night,"Loktak Lake, Kangla Fort",Trekking,High,4.9/5,Winter,Manipuri,Safe for Solo Travelers,Yes,Festival
Assam,Chilly,Low,14194,"Car Rental: 2270 INR, Flight: 5426 INR, Train: 1793 INR, Bus: 420 INR",Local Cuisine: 1808 INR per day,Homestay: 3382 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting, Wildlife Safari",Low,4.0/5,Monsoon,Assamese,Moderately Safe,No,Festival
Mizoram,Chilly,Low,43660,"Bus: 609 INR, Train: 975 INR, Flight: 4334 INR, Car Rental: 2634 INR",Local Cuisine: 1158 INR per day,3-star: 2372 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, River Rafting, Trekking",Low,4.1/5,Summer,Mizo,Very Safe,No,Local Traditions
Meghalaya,Chilly,High,16779,"Car Rental: 2009 INR, Train: 1155 INR, Flight: 4652 INR",Local Cuisine: 742 INR per day,3-star: 4603 INR per night,"Cherrapunji, Living Root Bridges",Boating,Low,4.4/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Local Traditions
Meghalaya,Rainy,Medium,17468,"Flight: 4343 INR, Bus: 224 INR, Train: 589 INR",Local Cuisine: 872 INR per day,Luxury Resort: 2998 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Cultural Tours",Moderate,3.9/5,Winter,"Khasi, Garo",Very Safe,No,Art Exhibitions
Mizoram,Rainy,Low,39038,"Flight: 5992 INR, Car Rental: 2788 INR",Local Cuisine: 1650 INR per day,Homestay: 4902 INR per night,"Phawngpui National Park, Vantawng Falls",River Rafting,High,4.9/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Sunny,Medium,16053,"Bus: 887 INR, Train: 1705 INR, Car Rental: 1007 INR",Local Cuisine: 1238 INR per day,3-star: 4195 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Cultural Tours",Low,4.8/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions
Meghalaya,Rainy,Low,14270,"Car Rental: 2091 INR, Flight: 3495 INR, Bus: 588 INR, Train: 501 INR",Local Cuisine: 1173 INR per day,3-star: 4507 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Cultural Tours, Trekking",Low,3.7/5,Monsoon,"Khasi, Garo",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Chilly,High,43122,"Bus: 295 INR, Car Rental: 2079 INR",Local Cuisine: 1012 INR per day,Homestay: 3220 INR per night,"Ziro Valley, Tawang Monastery","Boating, River Rafting",Moderate,4.4/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Chilly,Medium,42818,"Train: 682 INR, Bus: 330 INR",Local Cuisine: 1416 INR per day,Luxury Resort: 3938 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting, Wildlife Safari",Moderate,4.5/5,Winter,"Hindi, English",Very Safe,Yes,Festival
Mizoram,Sunny,Low,27255,"Flight: 5200 INR, Train: 1534 INR, Bus: 882 INR, Car Rental: 2371 INR",Local Cuisine: 677 INR per day,3-star: 4487 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Cultural Tours, River Rafting",Moderate,4.1/5,Monsoon,Mizo,Moderately Safe,Yes,Festival
Arunachal Pradesh,Chilly,High,12891,"Bus: 816 INR, Car Rental: 1483 INR",Local Cuisine: 978 INR per day,Homestay: 1101 INR per night,"Tawang Monastery, Ziro Valley",Trekking,Low,4.6/5,Winter,"Hindi, English",Very Safe,Yes,Festival
Mizoram,Chilly,Medium,19146,"Car Rental: 1472 INR, Train: 1345 INR, Bus: 781 INR",Local Cuisine: 1256 INR per day,Luxury Resort: 4460 INR per night,"Phawngpui National Park, Vantawng Falls",River Rafting,Low,3.9/5,Winter,Mizo,Moderately Safe,No,Local Traditions
Meghalaya,Rainy,High,47318,"Train: 1647 INR, Bus: 855 INR, Flight: 5098 INR",Local Cuisine: 1024 INR per day,3-star: 1311 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari",Moderate,4.1/5,Summer,"Khasi, Garo",Very Safe,Yes,Festival
Mizoram,Pleasant,High,5199,"Car Rental: 1194 INR, Flight: 6918 INR",Local Cuisine: 926 INR per day,Luxury Resort: 4247 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, River Rafting, Boating",Moderate,4.0/5,Summer,Mizo,Moderately Safe,Yes,Local Traditions
Tripura,Chilly,High,19699,"Car Rental: 1122 INR, Train: 1791 INR, Flight: 4437 INR",Local Cuisine: 733 INR per day,3-star: 1204 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Wildlife Safari, Cultural Tours",Low,3.9/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Manipur,Pleasant,Medium,34201,"Flight: 5465 INR, Train: 1889 INR",Local Cuisine: 1022 INR per day,3-star: 2019 INR per night,"Loktak Lake, Kangla Fort","Trekking, River Rafting",Low,4.8/5,Winter,Manipuri,Safe for Solo Travelers,No,Local Traditions
Manipur,Pleasant,High,11689,"Car Rental: 1868 INR, Flight: 5190 INR, Train: 1731 INR, Bus: 791 INR",Local Cuisine: 685 INR per day,3-star: 3610 INR per night,"Kangla Fort, Loktak Lake","Trekking, Cultural Tours, Wildlife Safari",Moderate,4.3/5,Monsoon,Manipuri,Very Safe,Yes,Local Traditions
Assam,Pleasant,High,18517,"Bus: 995 INR, Flight: 6460 INR, Car Rental: 1320 INR, Train: 1981 INR",Local Cuisine: 1599 INR per day,Homestay: 2111 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Wildlife Safari, Boating",Moderate,3.6/5,Winter,Assamese,Very Safe,No,Festival
Nagaland,Chilly,High,14098,"Flight: 4806 INR, Train: 1686 INR, Bus: 942 INR",Local Cuisine: 1118 INR per day,Homestay: 3969 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Wildlife Safari, River Rafting",High,3.5/5,Monsoon,"English, Nagamese",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Sunny,High,27811,"Flight: 3413 INR, Bus: 883 INR",Local Cuisine: 1136 INR per day,3-star: 2291 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Cultural Tours, Boating",Moderate,4.2/5,Winter,"Hindi, English",Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,Low,48198,"Flight: 4050 INR, Bus: 614 INR, Car Rental: 1495 INR",Local Cuisine: 1533 INR per day,Luxury Resort: 4895 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Wildlife Safari, Boating",Moderate,3.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Manipur,Sunny,Low,16714,"Train: 1905 INR, Bus: 542 INR",Local Cuisine: 662 INR per day,3-star: 4481 INR per night,"Loktak Lake, Kangla Fort",Cultural Tours,Low,3.9/5,Monsoon,Manipuri,Moderately Safe,No,Festival
Mizoram,Rainy,High,14820,"Bus: 658 INR, Flight: 4579 INR",Local Cuisine: 1301 INR per day,Homestay: 4944 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Boating, River Rafting",High,3.6/5,Winter,Mizo,Moderately Safe,No,Local Traditions
Mizoram,Chilly,High,26504,"Car Rental: 1929 INR, Train: 1973 INR",Local Cuisine: 930 INR per day,3-star: 2362 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",High,4.7/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Chilly,Low,27213,"Bus: 243 INR, Car Rental: 1173 INR, Train: 1672 INR, Flight: 5115 INR",Local Cuisine: 516 INR per day,Luxury Resort: 2564 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,Low,3.6/5,Monsoon,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Assam,Rainy,High,31043,"Flight: 4415 INR, Bus: 803 INR, Car Rental: 1970 INR, Train: 1574 INR",Local Cuisine: 614 INR per day,Luxury Resort: 2726 INR per night,"Kaziranga National Park, Majuli Island",Trekking,Moderate,3.9/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Pleasant,High,32293,"Bus: 820 INR, Flight: 3367 INR",Local Cuisine: 1421 INR per day,Homestay: 1801 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours",Moderate,4.4/5,Summer,"Hindi, English",Moderately Safe,No,Local Traditions
Nagaland,Sunny,Low,9697,"Car Rental: 2416 INR, Flight: 5084 INR, Train: 915 INR, Bus: 382 INR",Local Cuisine: 1034 INR per day,3-star: 4001 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Cultural Tours",High,4.9/5,Summer,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions
Tripura,Sunny,Low,10172,"Car Rental: 1714 INR, Flight: 4541 INR, Bus: 599 INR",Local Cuisine: 1628 INR per day,3-star: 4306 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Boating, Wildlife Safari",Low,3.6/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Festival
Assam,Chilly,Medium,38713,"Train: 1595 INR, Bus: 965 INR",Local Cuisine: 1030 INR per day,Luxury Resort: 4447 INR per night,"Kaziranga National Park, Majuli Island",Cultural Tours,Moderate,4.1/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Sunny,Medium,9607,"Flight: 5082 INR, Car Rental: 2471 INR, Train: 662 INR",Local Cuisine: 900 INR per day,3-star: 3722 INR per night,"Kohima War Cemetery, Dzükou Valley",Cultural Tours,Low,4.4/5,Monsoon,"English, Nagamese",Very Safe,No,Festival
Manipur,Rainy,High,39202,"Car Rental: 1300 INR, Bus: 987 INR, Train: 948 INR, Flight: 4046 INR",Local Cuisine: 1473 INR per day,Luxury Resort: 1072 INR per night,"Loktak Lake, Kangla Fort",Cultural Tours,Moderate,4.4/5,Winter,Manipuri,Moderately Safe,Yes,Art Exhibitions
Assam,Sunny,Low,25634,"Car Rental: 2033 INR, Bus: 779 INR",Local Cuisine: 1947 INR per day,3-star: 3015 INR per night,"Majuli Island, Kaziranga National Park","Trekking, River Rafting",High,3.7/5,Monsoon,Assamese,Very Safe,No,Local Traditions
Nagaland,Sunny,Low,40489,"Bus: 583 INR, Flight: 5339 INR",Local Cuisine: 1196 INR per day,Homestay: 1313 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Boating",Moderate,4.1/5,Summer,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions
Nagaland,Sunny,Low,35784,"Flight: 5092 INR, Bus: 834 INR, Train: 1246 INR",Local Cuisine: 1336 INR per day,Homestay: 1364 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,High,4.8/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Sunny,Medium,41637,"Train: 1977 INR, Flight: 5705 INR",Local Cuisine: 603 INR per day,Luxury Resort: 1392 INR per night,"Tawang Monastery, Ziro Valley","Trekking, Wildlife Safari",High,4.5/5,Monsoon,"Hindi, English",Very Safe,Yes,Art Exhibitions
Nagaland,Rainy,High,32534,"Train: 799 INR, Flight: 6116 INR, Bus: 522 INR, Car Rental: 2356 INR",Local Cuisine: 782 INR per day,Luxury Resort: 3744 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Moderate,5.0/5,Summer,"English, Nagamese",Very Safe,No,Festival
Arunachal Pradesh,Rainy,Medium,22555,"Car Rental: 2191 INR, Bus: 337 INR, Train: 1699 INR, Flight: 6391 INR",Local Cuisine: 1766 INR per day,3-star: 1197 INR per night,"Ziro Valley, Tawang Monastery",Trekking,Moderate,3.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions
Nagaland,Rainy,High,31243,"Car Rental: 2865 INR, Bus: 496 INR, Train: 1967 INR",Local Cuisine: 1127 INR per day,Luxury Resort: 2701 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Trekking",Moderate,3.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions
Mizoram,Pleasant,Medium,24238,"Flight: 4323 INR, Train: 589 INR, Bus: 608 INR, Car Rental: 1193 INR",Local Cuisine: 1843 INR per day,3-star: 1852 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Trekking, Cultural Tours",High,4.8/5,Winter,Mizo,Safe for Solo Travelers,No,Festival
Meghalaya,Sunny,High,30509,"Flight: 5835 INR, Train: 1365 INR, Bus: 596 INR",Local Cuisine: 521 INR per day,3-star: 1634 INR per night,"Living Root Bridges, Cherrapunji","Trekking, River Rafting, Boating",High,3.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Art Exhibitions
Tripura,Sunny,High,28127,"Car Rental: 1103 INR, Flight: 5936 INR, Bus: 744 INR",Local Cuisine: 1505 INR per day,Luxury Resort: 2632 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, River Rafting, Boating",Moderate,4.5/5,Summer,"Bengali, Kokborok",Very Safe,No,Local Traditions
Meghalaya,Sunny,Medium,22249,"Bus: 434 INR, Flight: 6083 INR, Car Rental: 2991 INR, Train: 1226 INR",Local Cuisine: 779 INR per day,Luxury Resort: 4658 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari",Low,3.6/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Meghalaya,Chilly,High,43776,"Train: 927 INR, Car Rental: 2378 INR",Local Cuisine: 1974 INR per day,Homestay: 1537 INR per night,"Living Root Bridges, Cherrapunji",Wildlife Safari,Moderate,4.4/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival
Assam,Pleasant,High,39961,"Train: 895 INR, Bus: 534 INR, Flight: 4251 INR, Car Rental: 1522 INR",Local Cuisine: 1347 INR per day,3-star: 2047 INR per night,"Kaziranga National Park, Majuli Island","Boating, River Rafting",Moderate,4.4/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Manipur,Chilly,Medium,32008,"Train: 828 INR, Car Rental: 2826 INR, Bus: 336 INR",Local Cuisine: 1988 INR per day,Luxury Resort: 1222 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Trekking, River Rafting",Moderate,4.0/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Sunny,Medium,15888,"Car Rental: 2542 INR, Bus: 873 INR",Local Cuisine: 1752 INR per day,Homestay: 1267 INR per night,"Ziro Valley, Tawang Monastery",Boating,Low,3.9/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Meghalaya,Rainy,Low,42250,"Flight: 5614 INR, Bus: 667 INR",Local Cuisine: 1980 INR per day,Luxury Resort: 2082 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting, Boating",High,4.6/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Assam,Pleasant,Medium,20528,"Flight: 3698 INR, Bus: 464 INR, Car Rental: 2767 INR, Train: 1422 INR",Local Cuisine: 545 INR per day,Homestay: 1632 INR per night,"Kaziranga National Park, Majuli Island","Trekking, River Rafting, Wildlife Safari",High,4.7/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Pleasant,High,47989,"Bus: 342 INR, Car Rental: 2613 INR, Flight: 4480 INR",Local Cuisine: 998 INR per day,Luxury Resort: 2835 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Wildlife Safari",Moderate,4.6/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Festival
